id,sentence,tag,member1,member2
7137,证券代码:600348 股票简称:阳泉煤业 编号:临 2015-056阳泉煤业(集团)股份有限公司 关于向下属子公司提供委托贷款及变更 担保方式并接受控股股东下属担保公司担保的 关联交易公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
5169,附件:上海申达股份有限公司董事会 2015 年 11 月 17 日1、 上海申达股份有限公司购买银行理财产品情况表(2015 年 9 月 28 日至 2015 年 11 月 13 日)。,0,0,0
4728,根据以上评估结果，经交易各方协商确定本次天安财险 26.96%股权交易价 格为 6，907，216，823.34 元，即每股天安财险股份的交易价格为 2.58 元。,0,0,0
1810,资产出售和资产购买方案简要介绍如 下:(一)资产出售公司拟向控股股东金诚实业出售双鹿实业 100%股权。,0,0,0
9598,根据京东方集团实际投资额，在2012年6月11日和2013年8月12日，内蒙古自治区人民政府主席办公会审议通过了总计为京东方集团鄂尔多斯ao项目在巴彦淖井田配置了9.6亿吨煤炭资源的事项。,0,0,0
4788,五、本公司保证将依照西水股份章程参加股东大会，平等地行使相 应权利，承担相应义务，不利用控股股东或其一致行动关系人/间接 控股股东地位谋取不正当利益，不利用关联交易非法转移西水股份 的资金、利润，保证不损害西水股份其他股东(特别是中小股东) 的合法权益。,0,0,0
3104,2015 年 6 月 25 日，公司以人民币 8，000 万元闲置募集资金购买了广发银行 广州珠江新城支行“薪加薪 16 号”人民币理财计划产品，该产品类型保本浮动 收益型产品，起止期限为 2015 年 6 月 25 日至 2015 年 9 月 25 日。,0,0,0
852,会议应参与表决董事9人，实际 表决9人，独立董事何红渠先生因公出差委托独立董事刘曙萍女士代为行使表决 权，会议符合<公司法>和<公司章程>的有关规定。,0,0,0
9483,二、关联方介绍(一)关联方关系介绍根据<上海证券交易所股票上市规则>和<香港联合交易所有限公司证券上市规则>规定，中电财务公司是本公司关联法人。,0,0,0
9894,第五届董事会第十九次会议决议审议通过了《关于退出上海高特佳懿康投资合伙企业（有限合伙）暨关联交易的议案》，博雅生物制药集团股份有限公司为了重大资产重组的整体安排，拟退出懿康投资,1,上海高特佳懿康投资合伙企业（有限合伙）,博雅生物制药集团股份有限公司
1784,公司将与浙江南浔 农村商业银行股份有限公司和孚支行及时分析和跟踪理财产品的进展情况，加强 风险控制和监督，保障资金安全。,0,0,0
4868,经评估，截至 2015 年 5 月 31 日，天安财险32经审计的归属母公司股东权益合计为 1，575，731.59 万元，评估值为 2，568，442.49 万元，增值率为 63.00%;天安财险的评估值较账面值增值较大，其差异原因详 见本报告书“第五节 交易标的评估情况/一、本次评估基本情况”，请投资者 仔细阅读。,0,0,0
7,本年度上海大西洋收购天津大西洋焊接材料有限公司将其所持天津大西洋销售44%股权，支付对价8，730，480.00元,1,大西洋,天津大西洋焊接材料有限公司
3205,变更后，中天科技持有中天宽 带 100%股权。,0,0,0
8504,2、2014年11月7日公司与平安银行股份有限公司签订平安银行对公结构 性存款产品合约;资金来源:自有资金;认购金额:人民币30，000万元;年化 收益率:5.28%/年;期限:2014年11月10日至2015年11月10日。,0,0,0
1885,13(本页无正文，为<延边石岘白麓纸业股份有限公司重大资产出售和重大资产 购买暨关联交易实施情况报告书>之盖章页)延边石岘白麓纸业股份有限公司(盖章) 2015年11月2日14,0,0,0
8394,经合肥市工商行政管理局核准，公司全资子公司“安徽继远电网技术有限责 任公司”更名为“安徽南瑞继远电网技术有限公司”。,0,0,0
9336,四、对外投资合作合同的主要内容甲方:泉州盛翔投资管理中心(有限合伙)乙方:泉州泉晟投资有限公司(一)借款1、根据本协议条件与条款的规定，甲方同意向乙方提供一笔人民币23，916万元整的借款。,0,0,0
3633,股票代码:601877 股票简称:正泰电器 编号:临 2015-068 债券代码:122086 债券简称:11 正泰债 浙江正泰电器股份有限公司 关于使用自有资金购买短期理财产品的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗 漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
3628,二、委托贷款对象的基本情况公司名称:新乡市松江房地产开发有限公司 注册地址:新乡市平原路与新二街交汇处国贸大厦西北角法定代表人:朱佳公司类型:有限责任公司注册资本:人民币伍仟肆佰伍拾壹万捌仟捌佰元 经营范围:房地产开发经营。,0,0,0
2446,四、关联交易合同的主要内容(一)公司与上汽总公司签署的附生效条件的<股份认购合同> 1、股份认购 上汽总公司将出资不超过人民币30亿元认购本次发行的股份，拟认购数量=拟出资额/本次发行的发行价格。,0,0,0
9076,关联交易基本情况因业务需要，广州达意隆包装机械股份有限公司拟于近日与广州一道注塑机械股份有限公司（以下简称“一道公司”）在公司签订《设备采购合同》，向一道公司购买瓶胚注塑机器及机械手、瓶盖注塑机用于日常生产经营，关联交易总金额为1，118万元,1,广州达意隆包装机械股份有限公司,广州一道注塑机械股份有限公司
4702,5、本次重组完成后，西水股份将保持由正元投资有限公司及其控制的下属 企业提名的董事在交易完成后的上市公司董事会中占多数。,0,0,0
6603,2015 年 11 月 3 日，经汉川市工商行政管理局核准，康欣新 材 100% 的股权己过户登记至青鸟华光名下，青鸟华光为其变更后的唯一股东， 公司类型为“有限责任公司(非自然人投资或控股的法人独资)”。,0,0,0
9414,现将公司使用自有资金购买银行理财产品情况公告如下:一、理财协议签署及结算账户情况根据公司第七届董事会第八次决议和2014年第1次临时股东大会决议，2015年1月22日公司与兰州银行金河支行签订了<兰州银行“百合理财”机构理财协议书>。,0,0,0
91,闻泰科技股份有限公司子公司西藏中茵矿业投资有限公司于2013年12,1,西藏中茵矿业投资有限公司,闻泰科技股份有限公司
7431,2015 年 9 月 28 日，中国证监会出具了<关于核准哈尔滨秋林集团股份有限 公司向天津嘉颐实业有限公司发行股份购买资产并募集配套资金的批复>(证监 许可(2015)2204 号)，核准了本次交易。,0,0,0
9808,本次员工持股计划委托中海信托股份有限公司设立“中海信托-安盈15号捷成股份员工持股计划集合资金信托计划”进行管理,0,0,0
821,本次会议由董事长晏志勇主持，经与会董事充分审议并经过有效表决，审议 通过了以下议案:一、审议通过了<关于中国电力建设股份有限公司2015年第三季度报告的 议案>。,0,0,0
221,2、山东华鹏玻璃股份有限公司控股股东张德华先生认购公司本次非公开发行股票构成关联交易,1,张德华,山东华鹏玻璃股份有限公司
2073,三十四、 补充披露了中航复材、优材京航及优材百慕的关联交易占比情况、 关联交易价格的公允性情况，详见重组报告书“第十章，二，(一)，1，(7)关 联交易的必要性及定价公允性”、“第十章，二，(一)，2，(3)关联交易的必要 性及定价公允性”和“第十章，二，(一)，3，(4)关联交易的必要性及定价公 允性”部分。,0,0,0
6915,本 次收购完成后，公司将整合兰州惠仁的现有资源，为其引入公司先进的管理模式，进 一步提升兰州惠仁的盈利能力，并最终提高上市公司的资产盈利能力表现。,0,0,0
9430,截至2013年12月31日，天津松江恒通建设开发有限公司资产总计1，284，512，595.96元，负债合计1，264，205，397.03元，2013年营业收入为1，120，533，658.00元，2013年净利润为-44，448，033.11元，上述财务数据经瑞华会计师事务所(特殊普通合伙)审计。,0,0,0
2831,四、转让协议主要内容1、转让方式:山西帝尧府文化艺术股份有限公司将其持有的该公司 40%股 权，以 2015 年 9 月 30 日为基准日审计的基础上，协议转让给山东华鹏玻璃股份 有限公司，转让价格 1600 万元人民币。,0,0,0
3865,16、“第四节交易标的基本情况”之“二、华润赛科主营业务具 体情况”中补充披露华润赛科母子公司相关的产品收入确认时点、依 据、合理性，以及各报告期末的产品对外销售实现情况。,0,0,0
9465,3、“华能香港”指中国华能集团香港有限公司。,0,0,0
9425,2、省高速集团为本公司控股股东，方兴公司系本公司全资子公司，因此以上交易构成关联交易。,0,0,0
9139,2016年2月26日，慈文传媒股份有限公司与王玫女士签署了《附条件生效的股份认购协议》,1,王玫,慈文传媒股份有限公司
1273,请你公司补充披露:1)天伟化工与天业集团等 其他专利权人未就其他 7 项共有专利申请权作出安排的原因。,0,0,0
8906,四川泸天化股份有限公司第六届七次监事会审议通过了《关于与关联方共同增资扩股四川泸天化中蓝新材料有限公司的议案》，监事会同意公司与关联方共同对外投资中蓝新材料有限公司,1,四川泸天化股份有限公司,四川泸天化中蓝新材料有限公司
9422,六、上网公告附件(一)独立董事意见(二)浙江置华建设有限公司审计报告(三)浙江置华建设有限公司评估报告特此公告。,0,0,0
2427,同日，公司与受托管理员工持股计划的长江养 老保险股份有限公司(以下简称“长江养老”)签署附生效条件的<股 份认购合同>;因公司部分董事、监事、高级管理人员参加员工持股 计划，员工持股计划认购本次发行股票也构成关联交易。,0,0,0
9429,二、关联方介绍和关联关系公司名称:天津融鑫小额贷款有限公司注册地址:南开区鞍山西道信诚大厦1-2303室法定代表人:马建苓注册资本:贰亿元人民币公司类型:有限责任公司经营范围:办理各项小额贷款;办理票据贴现;办理贷款转让;办理与小额贷款相关的咨询业务;办理贷款项下的结算业务。,0,0,0
6230,(二)关联关系的说明公司本次非公开发行股票认购对象包括桐昆控股，桐昆控股持有公司37.62% 的股份，为公司的控股股东，根据<上海证券交易所股票上市规则>的有关规定， 本次交易构成关联交易。,0,0,0
3860,11、“第四节交易标的基本情况”之“二、华润赛科主营业务具 体情况”中补充披露华润赛科销售网络分布、销售人员队伍情况。,0,0,0
9217,东风(十堰)有色铸件有限公司<营业执照>副本东风电子科技股份有限公司董事会2015年1月9日,0,0,0
454,2、名称:南京医药滁州天星药事服务有限公司 住所:安徽省定远县经济开发区兴隆路 19 号法定代表人:疏义杰注册资本:1，000 万元企业类型:有限责任公司 经营范围:中成药、化学药制剂、化学原料药、抗生素、生化药品、生物制品、精神药品(限第二类)批发(药品经营许可证有效期至 2019 年 6 月 29 日) 等。,0,0,0
3214,(二)关联人基本情况 1、北京德稻教育投资有限公司 企业性质:其他有限责任公司 注册地址:北京市海淀区海淀北二街8号12层1510 法定代表人:李维注册资本:5，000万元人民币主营业务:投资与资产管理。,0,0,0
6465,1三、担保事项的主要内容根据控股子公司杭州富生电器有限公司生产经营的需要，公司拟向杭州富生 及其子公司提供人民币 65，000 万元的担保额度，其中人民币 35，000 万元用于贷 款担保，人民币 30，000 万元用于开具承兑汇票。,0,0,0
3948,翔通动漫各股东获得的股份及现金对价情况如下: 股份对价 股东名称持股比例股份支 付比例股份支付 金额(元)股份支付 数量(股)现金支 付比例 四川联尔47.94%75%434，695，940.1625，391，11825% 天厚地德46.06%74.35%414，029，412.3224，183，96125.65% 现金对价 序号1 2现金支付 金额(元)144，898，659.84 142，835，987.68 3 14，508，010.72合计 302，242，658.24 本次发行完成前公司如有派息、送股、资本公积金转增股本等除权除息事 项，则依据上交所相关规定对本次发行价格作相应除权除息处理，本次发行数量也将根据发行价格的情况进行相应调整。,0,0,0
2240,根据上述授权，近期复华高科技使用阶段性闲置自有资金分别向开户银行上 海银行嘉定支行、交通银行嘉定支行购买了银行理财产品，现将相关情况公告如 下: 一、银行理财产品购买情况 二、理财产品安全性及公司风险控制措施公司本着维护股东及公司利益的原则，将风险控制放在首位，对理财产品的 投资严格把关，谨慎决策，公司所选择的理财产品均为保本型产品。,0,0,0
6630,1、25 名自然人基本情况(1)李洁李洁，男，国籍中国，身份证号 42010219810720****，住所为武汉市东西湖区奥林匹克花园二期****，通讯地址为武汉市东西湖区金银湖环湖路 57 号中 部慧谷 30 栋，未取得其他国家或者地区的居留权。,0,0,0
4859,31第二节 重大风险提示投资者在评价本公司此次重大资产重组时，除本报告书的其他内容和与本报 告书同时披露的相关文件外，还应特别认真地考虑下述各项风险因素:一、本次交易的审批风险本次交易已经本公司第六届董事会第二次会议、第六届董事会 2015 年第二 次临时会议和 2015 年第一次临时股东大会审议通过，本次交易标的资产的评估 结果已经相关国资部门核准，本次交易已获得中国保监会的原则性批复，尚需中 国保监会批准公司收购天安财险股权并募集资金增资天安财险和中国证监会核 准本次交易。,0,0,0
469,二、增资主体基本情况1、南京医药合肥天星有限公司住所:安徽省合肥市长江中路 328 号法定代表人:秦亚鸣注册资本:11，394 万元企业类型:有限责任公司(国有控股) 经营范围:中成药、化学原料药及其制剂、抗生素、生化药品、生物制品、疫苗(在许可证有效期内经营)、麻醉药品、医疗器械、玻璃仪器、医药保健品、 化妆品、毒性药品、家交电、食品、日用百货、制冷设备销售;医药信息咨询服 务;办公用品、文教用品销售;进出口贸易(国家限定或禁止进出口商品和技术 除外);道路货物运输;中药材、中药饮片(在许可证有效期内经营)。,0,0,0
1867,本公司拟以 29，439.92 万元向金诚实业出售双鹿实业 100%股权。,0,0,0
5141,股票代码: 600113 股票简称:浙江东日 公告编号:2015-040 浙江东日股份有限公司 重大资产重组实施与进展公告本公司及董事会全体成员保证公告内容的真实、准确和完整，对 公告的虚假记载、误导性陈述或者重大遗漏负连带责任。,0,0,0
2156,股票代码:600400 股票简称:红豆股份 编号:临 2015-056 江苏红豆实业股份有限公司 关于股权收购暨关联交易的公告本公司董事会及全体董事保证本公告内容不存在虚假记载、误导性陈述或 者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
1044,2015 年 9 月 29 日，公司以人民币 5，000 万元闲置募集资金购买了交通银行 广州白云支行“蕴通财富.,0,0,0
9779,上海泰胜风能装备股份有限公司上述交易中，募集配套资金部分由公司向公司第一期员工持股计划非公开发行股份募集，上海泰胜风能装备股份有限公司董事、监事、高级管理人员认购了该员工持股计划，因而构成关联交易,1,公司第一期员工持股计划,上海泰胜风能装备股份有限公司
1022,2015 年 3 月 17 日，公司以人民币 2，000 万元闲置募集资金购买了平安银行 广州中石化大厦支行“对公结构性存款(挂钩利率)产品”，该产品类型本金保2证，起止期限为 2015 年 3 月 17 日至 2015 年 9 月 14 日。,0,0,0
9736,惠州亿纬锂能股份有限公司实际控制人刘金成先生拟参与认购本次非公开发行股票，承诺拟认购金额为320，000，000元,1,刘金成,惠州亿纬锂能股份有限公司
6953,董事会在对上述议案进行表决时，关联董事白英、张福喜回避表决，非关联董事和独立董事审议通过该议案。,0,0,0
1173,2015年10月29日公司与招商银行股份有限公司长沙芙蓉支行签订了认购合 同，使用暂时闲置自有资金人民币4，000万元购买保本型理财产品。,0,0,0
3797,证券代码:603006 证券简称:联明股份 编号:2015-048 上海联明机械股份有限公司 关于公司发行股份购买资产暨关联交易报告书 修订说明的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
9768,现安徽盛运建筑安装工程有限公司为安徽盛运环保(集团)股份有限公司全资子公司，注册资本为人民币2，010万元,1,安徽盛运环保(集团)股份有限公司,安徽盛运建筑安装工程有限公司
6942,公司拟通过财务公司为阳煤集团寿阳景福煤业有限公司(以下简称“景福公司”)提供委托贷款1，400万元，利率5.52%，期限为1年。,0,0,0
3956,(三)验资和股份登记情况截至 2015 年 10 月 26 日止，发行对象已将认购资金全额 302，347，956.69 元 汇入独立财务顾问(主承销商)为本次发行开立的专用账户(开户行:中信银行北京西单支行，账户名称:中信建投证券股份有限公司，账号: 7112310182700000774)。,0,0,0
6570,(本页以下无正文)44 (本页无正文，为<潍坊北大青鸟华光科技股份有限公司重大资产置换及发行股 份购买资产并募集配套资金暨关联交易实施情况暨新增股份上市公告书>之签章 页)潍坊北大青鸟华光科技股份有限公司 2015 年 11 月 20 日45,0,0,0
860,金地商置集团有限公司(00535.HK)为金地集团股份 有限公司(600383.SH)持股 43.34%股权的控股子公司。,0,0,0
664,苏汇资管不参与本次增资，公司本次投资与关联方 苏汇资管不构成共同投资。,0,0,0
2292,为了保障乙方利益不因上述担保受到损失，且甲方已在该判决的执行过程中向天津市第二中级人民法院以甲方持有的“天津磁卡” (股票代码:600800)流通股 1500 万股提供了执行担保，经双方友 好协商，甲方同意在下列情形之一发生时就乙方仍需承担的清偿金额 向乙方提供担保(以乙方为万华股份担保 3000 万元及执行该判决产 生的一切费用为限的信用担保):1、该执行担保或该 1500 万股股权担保物因任何原因终止或失去 效力时;2、该 1500 万股股权因该判决的执行被法院处置并清偿后，仍有 剩余债务需要由乙方承担清偿责任的。,0,0,0
4371,重要内容提示:委托理财受托方: 平安银行股份有限公司 委托理财金额: 2，000万元人民币 委托理财投资类型:非保本浮动收益型 委托理财期限: 180天一、委托理财概述上海开开实业股份有限公司(以下简称“公司”)于2015年9月25 日召开的第七届董事会第十八次会议审议通过了<关于拟扩大委托理 财范围的议案>，批准并授权公司总经理室使用部分闲炮自有资金购 买经国家批准依法设立的且具有良好资质、较大规模和征信高的金融 机构发行的低风险理财产品，其预期收益高于同期银行发行的保本理 财产品。,0,0,0
9498,<购销协议书>约定了药业集团及其附属公司(附属公司是指由各方直接或间接控制的任何公司或其他实体)向公司及附属公司购买化学原料药及中间体、制剂药物和生产产生的废渣、废液，公司及其附属公司向药业集团购买化工原料及相关辅料的标的及质量标准、定价方式，其中定价方式参照市场上的同种购销活动，根据公平合理的原则，协商确定价格。,0,0,0
9595,七、备查文件1、公司第七届董事会第三次会议决议;2、西安西矿环保科技有限公司营业执照复印件;3、西安西矿环保科技有限公司2013年12月31日财务报表。,0,0,0
5677,博时资本青山 1 号专项资产管理计划 资产管理合同编号:青山 1 号资管【2015】001资产管理人:博时资本管理有限公司 资产托管人:中国农业银行股份有限公司深圳市分行2015 年 月1 目录一、前 言.,0,0,0
4989,本次交易完成后，西水股份将持有天安财险 50.87%股权。,0,0,0
133,根据挂牌结果，上海新华传媒股份有限公司与受让方上海明歆投资发展中心（有限合伙）于2015年12月25日签署了《上海市产权交易合同》,1,上海新华传媒股份有限公司,上海明歆投资发展中心（有限合伙）
7437,(五)股份登记情况10中国证券登记结算有限责任公司上海分公司于 2015 年 11 月 19 日出具了<证 券变更登记证明>，公司本次发行新增的 59，920，106 股人民币普通股(A 股) 已在中国证券登记结算有限责任公司上海分公司办理完毕股份登记手续。,0,0,0
9816,（二）本次非公开发行股票涉及关联交易的情况2015年8月17日，江苏长海复合材料股份有限公司与杨鹏威签署了《附条件生效的非公,1,杨鹏威,江苏长海复合材料股份有限公司
2425,证券代码:600104 证券简称:上汽集团 公告编号:临 2015-048 上海汽车集团股份有限公司关于非公开发行 A 股股票涉及关联交易的公告 本公司及董事会全体成员保证公告内容的真实、准确和完整，对公告的虚假记载、误导性陈述或者重大遗漏负连带责任。,0,0,0
7501,证券代码:600400 证券简称:红豆股份 公告编号:临 2015-066 江苏红豆实业股份有限公司 关于非公开发行股票涉及关联交易事项的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈 述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
3542,证券代码:600156 证券简称:华升股份 公告编号:临 2015-032 湖南华升股份有限公司 关于转让公司及控股子公司部分闲置资产的公告本公司及董事会全体成员保证公告内容不存在虚假记载、误导性陈述或者 重大遗漏，并对其内容的真实、准确和完整承担个别及连带责任。,0,0,0
9230,2015年1月8日，该全资子公司的工商注册登记手续已办理完毕，并取得了重庆市工商行政管理局颁发的<企业法人营业执照>，相关注册信息如下:公司名称:重庆西南药业有限公司;企业法人营业执照注册号:500000007656932;公司类型:有限责任公司(法人独资);住所:重庆市沙坪坝区天星桥21号;法定代表人:李标;注册资本:人民币贰亿玖仟零壹拾肆万陆仟贰佰玖拾捌元整;经营范围:生产、销售(限本公司自产产品)片剂(含青霉素类、头孢菌素类、激素类)、胶囊剂(含青霉素类、头孢菌素类)、颗粒剂、粉针剂(青霉素类、头孢菌素类)、冻干粉针剂、大容量注射剂(多层共挤输液袋、玻璃输液瓶)、小容量注射剂(含激素类、抗肿瘤类)、口服溶液剂、糖浆剂、酊剂、软胶囊剂、滴丸剂(含外用)、原料药、麻醉药品、精神药品、药品类易制毒化学品、溶液剂(腹膜透析液(乳酸盐))。,0,0,0
3768,(最终以监管 部门核准的股东构成为准) 四、发起人协议的主要内容 (一)康美保险的股份及注册资本1、康美保险的注册资本为人民币 5 亿元，总股本为 5 亿股，均为等额股份， 每股面值壹元。,0,0,0
9971,赛摩电气拟向厉达、赛摩电气2016年第一期员工持股计划非公开发行股票募集不超过13，178万元的配套资金,1,厉达,赛摩电气
9798,一、减资事项概述昆山瑞凌为公司募投项目“逆变焊割设备扩产及技术改造项目”的实施主体，由于公司拟终止募投项目“逆变焊割设备扩产及技术改造项目”，为降低募集资金风险，深圳市瑞凌实业股份有限公司决定对全资子公司昆山瑞凌焊接科技有限公司进行减资，减资金额为该项目剩余未使用的募集资金余额12，785.71万元（含利息收入，以资金转出当日银行结息为准）,1,昆山瑞凌焊接科技有限公司,深圳市瑞凌实业股份有限公司
2182,五、关联交易的目的以及本次关联交易对上市公司的影响 公司通过收购投资公司所持有的上海骏达 80%的股权，间接持有了深圳清华大学研究院控股子公司深圳力合创业投资有限公司的部分股权，落实了双方战略 合作框架协议的具体内容。,0,0,0
9195,三、关联交易主要内容和定价政策1、关联交易签署情况本公司与扬农集团公司原已签定<原材料采购协议>、<水、电、汽采购协议>、<产品购销协议>、<综合服务协议>、<国有土地使用权租赁协议>和<国有土地使用权租赁补充协议>，其中<原材料采购协议>、<水、电、汽采购协议>和<综合服务协议>于2014年12月31日到期，公司将与扬农集团公司继续签定，有效期至2017年12月31日;<产品购销协议>由于业务的调整，修改为<农药产品加工协议>，有效期至2015年12月31日。,0,0,0
7246,证券代码:600106 证券简称:重庆路桥 公告编号:临 2015-060 重庆路桥股份有限公司 重大资产重组进展公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
6479,二、被担保人基本情况杭州富生电器有限公司 与本公司关联关系:100%控股子公司 注册资本:?16，000 万元法定代表人:葛明 注册地址:富阳市东洲街道东洲工业功能区九号路 1 号经营范围:许可经营项目:制造高效节能感应电机;普通货运。,0,0,0
6660,(17)李刚李刚，男，国籍中国，身份证号 420102196801042037，住所为武汉市江 岸区三眼桥三村 656 号 9 楼 1 号，通讯地址为武汉市江岸区三眼桥三村 656 号 9 楼 1 号，未取得其他国家或者地区的居留权。,0,0,0
4681,公司该次董事会决议公告日前 10 个交易日上证综指收盘点数的算术平均值较西水股份股票因本次交易首次停牌 日(即 2015 年 6 月 2 日)前一交易日上证综指收盘点数累计下跌的百分比为 32.148%;公司该次董事会决议公告日前 10 个交易日证监会保险指数(883172) 收盘点数的算术平均值较西水股份股票因本次交易首次停牌日(即 2015 年 6 月 2 日)前一交易日证监会保险指数(883172)收盘点数累计下跌的百分比为 26.895%。,0,0,0
9756,2016年1月25日，内蒙古福瑞医疗科技股份有限公司与王冠一先生签署了附条件生效的《股份认购合同》,1,王冠一,内蒙古福瑞医疗科技股份有限公司
6558,2、为便于置出资产的交割，康欣新材全体股东同意北京康欣易科技有限公 司作为承接主体接收全部置出资产。,0,0,0
6890,4)承诺期实际净利润计算原则: 1净利润以扣除非经营性损益前后较低者为准; 2兰州惠仁的财务报表编制应符合<企业会计准则>及其他法律、法规的规定并与甲方会计政策及会计估计保持一致; 3除非法律、法规规定或甲方在法律允许的范围内改变会计政策、会计估计，否则，承诺期内，未经兰州惠仁董事会全体董事一致批准，不得改变兰州惠仁的会计政策、会计估计;4净利润以经甲方指定的会计师事务所出具的<审计报告>为准。,0,0,0
5025,47(此页无正文，专用于<内蒙古西水创业股份有限公司发行股份及支付现金购买 资产并募集配套资金暨关联交易报告书(摘要)>之签章页)48内蒙古西水创业股份有限公司年月日,0,0,0
9491,江西赣锋锂业股份有限公司控股股东李良彬先生承诺以现金出资146，862，799.50元认购本次非公开发行股份，具体认购数量根据认购金额除以最终确定,1,李良彬,江西赣锋锂业股份有限公司
298,证券代码:600108 证券简称 :亚盛集团 编号:临 2015-071 甘肃亚盛实业(集团)股份有限公司 关于为全资子公司提供担保的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、 误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承 担个别及连带责任。,0,0,0
6448,2015 年 11 月 19 日，公司与潍柴扬州公司及山重财务公司签订了<委托贷款展期 协议书>，同意对该项委托贷款再次进行展期，展期期限为 6 个月，展期后到期日为 2016 年 5 月 19 日，其他委托贷款条件不变，即利率 3.92%，按季度结息;委托贷款手续费 为贷款金额的万分之五，由公司承担;委托贷款为信用贷款，公司不提供抵押或质押 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者 重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。,0,0,0
4903,天安财险的风险管理及内部控制也有赖于天安财险员工的有效执行。,0,0,0
